-2462.2214466    31.609974    251.9025
 -857.3232075    32.620504    280.8325
 -629.3231835    24.172203    128.3057
 -414.2804924    31.983787    292.7252
 -311.7632587    44.828336     15.3747
  308.9408604    30.973257    263.7951
 -162.5533601    43.668246    308.4258
 -116.1077911    32.246691    240.0099
  101.1189923    30.599444    222.9725
  -67.6856209    42.681324    268.7809
   24.9079067    43.836462    316.7998
   22.5811241    47.439436    319.6024
  -21.1648355    63.219948    143.8050
  -15.6549876    64.230478    172.7351
   15.3936813     1.010530     28.9300
   14.6660938     7.437771    123.5968
  -11.7273029    55.782177     20.2082
   10.2742696     0.373813     40.8226
    6.4914588    13.218362    123.4722
    5.8539148    62.583231    155.6977
   -5.4872205    63.593761    184.6277
   -5.4290191    76.438310    267.2772
    5.1609570    45.815258     55.0196
    5.0786314     8.448301    152.5268
   -4.0735782    56.792707     49.1382
    3.7227167    49.747842    204.6609
    3.3971932    12.058272     56.5233
   -2.8347004    75.278220    200.3284
   -2.6550721    65.241008    201.6651
   -2.5717867    64.604291    213.5577
   -2.4712188     1.647247     17.0374
    2.4625410     7.811584    164.4194
    2.2464112    12.207832     94.5422
   -2.0755511    63.856665    131.9124
   -1.9713669    56.155990     61.0309
   -1.8813061    77.448840    296.2073
   -1.8468785     6.801054    135.4894
    1.8186742    62.209418    114.8750
    1.7601888    20.656133    247.0691
   -1.5428851    48.344406    256.6114
    1.4738838    55.145460     32.1008
   -1.4593669    69.000539    143.6804
    1.4192259    11.071350     16.8784
   -1.1818980    74.291298    160.6835
    1.1756474    11.047742     27.5932
   -1.1316126     0.636717    348.1074
    1.0896928    12.844549     82.6496
