 0.01860798     4.2072050     28.620089
 0.01627522     7.3460910    193.788772
-0.01300660    17.8572630    308.307024
 0.00988829    17.2205460    320.199637
-0.00336700    16.8467330    279.376984
 0.00333077     5.1990790     87.195000
-0.00235400    18.2310760    349.129677
 0.00140015    26.2167580    128.443387
 0.00100700     6.3591690    154.143880
 0.00085700    16.2100160    291.269597
 0.00064990     3.0651810    114.860583
 0.00059900    16.5838290    332.092251
 0.00037800    18.4939800    296.414411
-0.00033700     6.1909530    145.769910
 0.00027600    18.8677930    337.237063
 0.00018200    17.4255670    152.092288
-0.00017400     6.1860010    126.839891
-0.00012400    18.4174410    210.667199
 0.00001250     0.6678630     72.108838
